Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-1261,Typo in the settings menu - Case 925,There is a spelling mistake in the user profile settings page.,Closed,Critical,P1,Duplicate,David Lee,Payment,2024-04-16,1,0,0,1
BUG-1262,Performance degradation on load - Case 958,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P5,Cannot Reproduce,Henry Wilson,API,2024-10-17,1,2,4,0
BUG-1263,Typo in the settings menu - Case 954,There is a spelling mistake in the user profile settings page.,Closed,Critical,P5,Duplicate,Eva Martinez,Reporting,2024-12-18,1,0,4,1
BUG-1264,API returning 500 error - Case 658,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P3,,Henry Wilson,Notifications,2024-11-29,2,2,2,5
BUG-1265,UI misalignment in header - Case 207,The header elements are overlapping on mobile screens.,New,Minor,P5,,Carol White,Payment,2024-07-11,3,2,4,5
BUG-1266,API returning 500 error - Case 990,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P4,,Henry Wilson,Dashboard,2024-08-05,3,0,3,5
BUG-1267,Button click has no effect - Case 528,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P2,,Eva Martinez,API,2024-05-31,3,3,1,5
BUG-1268,Performance degradation on load - Case 480,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Major,P1,,David Lee,Database,2024-03-13,0,1,0,5
BUG-1269,Feature Y is not responsive - Case 583,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P4,,Henry Wilson,Authentication,2024-06-18,0,2,3,5
BUG-1270,Database connection timeout - Case 253,The connection to the database times out after 30 seconds of inactivity.,New,Major,P4,,David Lee,Payment,2024-01-03,3,1,3,5
BUG-1271,Typo in the settings menu - Case 196,There is a spelling mistake in the user profile settings page.,Closed,Minor,P5,Fixed,Frank Brown,Reporting,2024-08-27,1,2,4,2
BUG-1272,App crashes on login - Case 297,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P3,,Grace Kim,API,2024-08-06,2,1,2,5
BUG-1273,Null pointer exception in module X - Case 179,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P3,,Carol White,API,2024-02-22,0,2,2,5
BUG-1274,Database connection timeout - Case 916,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P3,Not a Bug,Eva Martinez,Notifications,2024-11-26,1,0,2,3
BUG-1275,App crashes on login - Case 902,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P4,Duplicate,Carol White,Notifications,2024-11-10,4,2,3,1
BUG-1276,Typo in the settings menu - Case 179,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P2,,Henry Wilson,Database,2024-09-18,0,0,1,5
BUG-1277,UI misalignment in header - Case 346,The header elements are overlapping on mobile screens.,Resolved,Critical,P2,Not a Bug,Frank Brown,API,2024-07-12,4,0,1,3
BUG-1278,Typo in the settings menu - Case 643,There is a spelling mistake in the user profile settings page.,Closed,Minor,P3,Fixed,Carol White,UI/UX,2024-04-19,1,2,2,2
BUG-1279,API returning 500 error - Case 811,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P3,,Carol White,Authentication,2024-10-12,3,0,2,5
BUG-1280,API returning 500 error - Case 889,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P2,Won't Fix,Frank Brown,Dashboard,2024-04-19,4,2,1,4
BUG-1281,App crashes on login - Case 300,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P5,,Eva Martinez,Database,2024-09-26,2,2,4,5
BUG-1282,API returning 500 error - Case 901,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P1,Duplicate,Eva Martinez,Authentication,2024-05-09,1,3,0,1
BUG-1283,API returning 500 error - Case 507,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P1,,Alice Johnson,Notifications,2024-05-20,2,3,0,5
BUG-1284,API returning 500 error - Case 602,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P5,Duplicate,Carol White,Dashboard,2024-01-20,4,1,4,1
BUG-1285,Database connection timeout - Case 184,The connection to the database times out after 30 seconds of inactivity.,New,Critical,P5,,Frank Brown,Payment,2024-01-29,3,0,4,5
BUG-1286,Feature Y is not responsive - Case 973,Feature Y does not resize properly when the window is scaled down.,Resolved,Major,P4,Duplicate,Frank Brown,Authentication,2024-06-19,4,1,3,1
BUG-1287,Memory leak during file upload - Case 526,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Minor,P3,,Bob Smith,Dashboard,2024-04-08,3,2,2,5
BUG-1288,Feature Y is not responsive - Case 723,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Duplicate,Eva Martinez,Database,2024-03-29,1,3,2,1
BUG-1289,API returning 500 error - Case 681,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Fixed,Bob Smith,Dashboard,2024-08-25,1,3,4,2
BUG-1290,Database connection timeout - Case 425,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P4,,Frank Brown,Notifications,2024-03-27,3,3,3,5
BUG-1291,Performance degradation on load - Case 148,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P4,Duplicate,Eva Martinez,Authentication,2024-06-06,1,2,3,1
BUG-1292,Feature Y is not responsive - Case 282,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P2,,David Lee,Reporting,2024-10-16,0,1,1,5
BUG-1293,Null pointer exception in module X - Case 281,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P3,,Bob Smith,Notifications,2024-12-23,2,0,2,5
BUG-1294,Typo in the settings menu - Case 457,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P5,Not a Bug,Grace Kim,Dashboard,2024-11-19,4,2,4,3
BUG-1295,Null pointer exception in module X - Case 819,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Major,P4,,Frank Brown,API,2024-11-26,2,1,3,5
BUG-1296,UI misalignment in header - Case 187,The header elements are overlapping on mobile screens.,Closed,Minor,P2,Duplicate,Eva Martinez,Authentication,2024-05-12,1,2,1,1
BUG-1297,Button click has no effect - Case 774,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P3,Duplicate,Grace Kim,Authentication,2024-08-27,4,1,2,1
BUG-1298,UI misalignment in header - Case 744,The header elements are overlapping on mobile screens.,New,Critical,P2,,Frank Brown,Database,2024-03-22,3,0,1,5
BUG-1299,UI misalignment in header - Case 291,The header elements are overlapping on mobile screens.,In Progress,Critical,P1,,Carol White,Authentication,2024-03-24,2,0,0,5
BUG-1300,Performance degradation on load - Case 567,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P2,Not a Bug,Henry Wilson,Reporting,2024-12-21,1,0,1,3
BUG-1301,Typo in the settings menu - Case 715,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P3,Won't Fix,Alice Johnson,Reporting,2024-12-13,4,0,2,4
BUG-1302,Button click has no effect - Case 210,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P1,Cannot Reproduce,Alice Johnson,Dashboard,2024-05-17,4,0,0,0
BUG-1303,Feature Y is not responsive - Case 711,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P4,,Frank Brown,Authentication,2024-10-17,0,2,3,5
BUG-1304,Feature Y is not responsive - Case 911,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P2,Duplicate,Alice Johnson,Dashboard,2024-07-21,1,2,1,1
BUG-1305,Database connection timeout - Case 408,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P4,,Grace Kim,Payment,2024-04-04,3,2,3,5
BUG-1306,Database connection timeout - Case 801,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P4,,Frank Brown,Payment,2024-01-03,2,0,3,5
BUG-1307,Memory leak during file upload - Case 815,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P5,Duplicate,Grace Kim,Dashboard,2024-08-25,1,2,4,1
BUG-1308,Database connection timeout - Case 509,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P1,,Grace Kim,Payment,2024-12-11,2,0,0,5
BUG-1309,Performance degradation on load - Case 127,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Major,P3,Duplicate,Frank Brown,Authentication,2024-04-30,4,1,2,1
BUG-1310,Memory leak during file upload - Case 179,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P4,Duplicate,Eva Martinez,UI/UX,2024-04-06,1,3,3,1
BUG-1311,Database connection timeout - Case 129,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P2,Duplicate,Carol White,API,2024-11-30,1,2,1,1
BUG-1312,API returning 500 error - Case 135,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P2,Won't Fix,Bob Smith,Notifications,2024-04-01,4,2,1,4
BUG-1313,Typo in the settings menu - Case 802,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P3,Fixed,Carol White,UI/UX,2024-01-07,4,2,2,2
BUG-1314,App crashes on login - Case 597,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P2,Cannot Reproduce,Eva Martinez,Payment,2024-01-28,4,1,1,0
BUG-1315,API returning 500 error - Case 614,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Major,P1,Won't Fix,Frank Brown,Payment,2024-12-30,4,1,0,4
BUG-1316,Memory leak during file upload - Case 644,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P3,,Eva Martinez,Reporting,2024-03-17,3,3,2,5
BUG-1317,Performance degradation on load - Case 845,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P3,Cannot Reproduce,Alice Johnson,Payment,2024-01-25,4,0,2,0
BUG-1318,API returning 500 error - Case 475,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P3,Fixed,Grace Kim,Database,2024-12-17,1,1,2,2
BUG-1319,App crashes on login - Case 655,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P2,,Alice Johnson,Notifications,2024-05-30,0,1,1,5
BUG-1320,App crashes on login - Case 710,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P4,,Carol White,Payment,2024-01-19,2,0,3,5
BUG-1321,Database connection timeout - Case 844,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P2,Duplicate,David Lee,Notifications,2024-05-20,1,1,1,1
BUG-1322,App crashes on login - Case 671,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P4,Duplicate,Bob Smith,UI/UX,2024-07-09,1,3,3,1
BUG-1323,UI misalignment in header - Case 445,The header elements are overlapping on mobile screens.,Resolved,Trivial,P4,Won't Fix,Eva Martinez,Payment,2024-07-24,4,3,3,4
BUG-1324,Memory leak during file upload - Case 219,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P5,Duplicate,Frank Brown,Notifications,2024-06-04,1,2,4,1
BUG-1325,Memory leak during file upload - Case 381,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P4,Duplicate,Eva Martinez,API,2024-11-05,4,0,3,1
BUG-1326,App crashes on login - Case 748,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P4,Duplicate,Eva Martinez,API,2024-01-10,1,0,3,1
BUG-1327,Typo in the settings menu - Case 199,There is a spelling mistake in the user profile settings page.,Resolved,Major,P4,Duplicate,Bob Smith,API,2024-12-29,4,1,3,1
BUG-1328,Performance degradation on load - Case 946,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P1,Cannot Reproduce,Grace Kim,Notifications,2024-08-03,1,1,0,0
BUG-1329,App crashes on login - Case 451,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P4,,Henry Wilson,Notifications,2024-06-26,2,0,3,5
BUG-1330,Database connection timeout - Case 789,The connection to the database times out after 30 seconds of inactivity.,In Progress,Trivial,P1,,Bob Smith,Notifications,2024-07-25,2,3,0,5
BUG-1331,Typo in the settings menu - Case 185,There is a spelling mistake in the user profile settings page.,Closed,Major,P3,Duplicate,Henry Wilson,Notifications,2024-06-04,1,1,2,1
BUG-1332,API returning 500 error - Case 889,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P1,Duplicate,Frank Brown,UI/UX,2024-10-26,1,2,0,1
BUG-1333,App crashes on login - Case 869,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P2,Won't Fix,Carol White,UI/UX,2024-09-08,1,2,1,4
BUG-1334,UI misalignment in header - Case 199,The header elements are overlapping on mobile screens.,Assigned,Trivial,P1,,Eva Martinez,Dashboard,2024-04-18,0,3,0,5
BUG-1335,Memory leak during file upload - Case 663,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P1,,Eva Martinez,Database,2024-04-21,2,0,0,5
BUG-1336,UI misalignment in header - Case 780,The header elements are overlapping on mobile screens.,Closed,Critical,P4,Won't Fix,Grace Kim,Notifications,2024-10-01,1,0,3,4
BUG-1337,Feature Y is not responsive - Case 945,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P3,,Alice Johnson,Database,2024-03-31,0,0,2,5
BUG-1338,Database connection timeout - Case 799,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P2,Fixed,Grace Kim,Reporting,2024-10-24,4,0,1,2
BUG-1339,Performance degradation on load - Case 329,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Critical,P5,Duplicate,Frank Brown,Reporting,2024-11-02,4,0,4,1
BUG-1340,API returning 500 error - Case 800,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P1,,David Lee,Dashboard,2024-01-12,2,0,0,5
BUG-1341,Null pointer exception in module X - Case 279,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P3,,Bob Smith,Authentication,2024-06-14,0,2,2,5
BUG-1342,API returning 500 error - Case 570,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P2,Duplicate,Bob Smith,Database,2024-05-03,1,2,1,1
