Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-1369,App crashes on login - Case 899,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P5,None
BUG-1370,Null pointer exception in module X - Case 841,A NullPointerException is thrown when clicking the submit button in module X.,New,Major,P5,None
BUG-1371,Feature Y is not responsive - Case 992,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P2,Duplicate
BUG-1372,Memory leak during file upload - Case 692,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P4,Duplicate
BUG-1373,Memory leak during file upload - Case 737,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P3,Duplicate
BUG-1374,UI misalignment in header - Case 728,The header elements are overlapping on mobile screens.,In Progress,Critical,P1,None
BUG-1375,Typo in the settings menu - Case 737,There is a spelling mistake in the user profile settings page.,Closed,Major,P2,Not a Bug
BUG-1376,Feature Y is not responsive - Case 432,Feature Y does not resize properly when the window is scaled down.,New,Critical,P5,None
BUG-1377,Memory leak during file upload - Case 373,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P5,None
BUG-1378,Null pointer exception in module X - Case 280,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P1,Duplicate
BUG-1379,UI misalignment in header - Case 513,The header elements are overlapping on mobile screens.,Closed,Minor,P5,Duplicate
BUG-1380,API returning 500 error - Case 843,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P3,None
BUG-1381,API returning 500 error - Case 512,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P2,Duplicate
BUG-1382,UI misalignment in header - Case 502,The header elements are overlapping on mobile screens.,New,Major,P5,None
BUG-1383,Null pointer exception in module X - Case 779,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P5,Duplicate
BUG-1384,Feature Y is not responsive - Case 332,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P4,Cannot Reproduce
BUG-1385,Memory leak during file upload - Case 616,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Minor,P3,None
BUG-1386,Button click has no effect - Case 543,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P5,Duplicate
BUG-1387,API returning 500 error - Case 755,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Trivial,P1,Cannot Reproduce
BUG-1388,App crashes on login - Case 863,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P3,None
BUG-1389,Typo in the settings menu - Case 232,There is a spelling mistake in the user profile settings page.,Closed,Critical,P4,Cannot Reproduce
BUG-1390,Performance degradation on load - Case 537,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P1,None
BUG-1391,Typo in the settings menu - Case 579,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P3,Not a Bug
BUG-1392,UI misalignment in header - Case 641,The header elements are overlapping on mobile screens.,Assigned,Trivial,P5,None
BUG-1393,Typo in the settings menu - Case 307,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P4,Cannot Reproduce
BUG-1394,Performance degradation on load - Case 916,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P2,Duplicate
BUG-1395,Typo in the settings menu - Case 741,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P4,Won't Fix
BUG-1396,Null pointer exception in module X - Case 101,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P4,Duplicate
BUG-1397,Feature Y is not responsive - Case 526,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P5,None
BUG-1398,Database connection timeout - Case 941,The connection to the database times out after 30 seconds of inactivity.,Assigned,Minor,P2,None
BUG-1399,Memory leak during file upload - Case 597,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P5,Duplicate
BUG-1400,App crashes on login - Case 226,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Minor,P5,None
BUG-1401,Performance degradation on load - Case 268,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P1,None
BUG-1402,Memory leak during file upload - Case 216,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P1,None
BUG-1403,Memory leak during file upload - Case 565,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P5,Duplicate
BUG-1404,UI misalignment in header - Case 971,The header elements are overlapping on mobile screens.,New,Minor,P5,None
BUG-1405,App crashes on login - Case 448,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Critical,P1,None
BUG-1406,App crashes on login - Case 627,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P5,None
BUG-1407,Typo in the settings menu - Case 363,There is a spelling mistake in the user profile settings page.,Closed,Critical,P1,Duplicate
BUG-1408,App crashes on login - Case 912,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Trivial,P2,None
BUG-1409,Database connection timeout - Case 597,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P2,Duplicate
BUG-1410,Performance degradation on load - Case 267,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Minor,P1,None
BUG-1411,Memory leak during file upload - Case 111,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Minor,P3,None
BUG-1412,Database connection timeout - Case 398,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P3,Duplicate
BUG-1413,Feature Y is not responsive - Case 829,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P4,Fixed
BUG-1414,Feature Y is not responsive - Case 145,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P5,None
BUG-1415,API returning 500 error - Case 634,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P1,None
BUG-1416,API returning 500 error - Case 391,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Minor,P1,None
BUG-1417,App crashes on login - Case 537,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P4,Duplicate
BUG-1418,Memory leak during file upload - Case 237,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Trivial,P5,None
BUG-1419,Memory leak during file upload - Case 773,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P1,Won't Fix
BUG-1420,UI misalignment in header - Case 573,The header elements are overlapping on mobile screens.,Closed,Critical,P1,Cannot Reproduce
BUG-1421,Performance degradation on load - Case 900,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P4,None
BUG-1422,Database connection timeout - Case 256,The connection to the database times out after 30 seconds of inactivity.,New,Minor,P1,None
BUG-1423,Button click has no effect - Case 808,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Trivial,P4,Cannot Reproduce
BUG-1424,Feature Y is not responsive - Case 431,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P1,Duplicate
BUG-1425,Button click has no effect - Case 392,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P4,Duplicate
BUG-1426,UI misalignment in header - Case 712,The header elements are overlapping on mobile screens.,In Progress,Major,P5,None
BUG-1427,Button click has no effect - Case 902,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P2,Duplicate
BUG-1428,Feature Y is not responsive - Case 132,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P3,None
BUG-1429,UI misalignment in header - Case 894,The header elements are overlapping on mobile screens.,Closed,Minor,P2,Duplicate
BUG-1430,Feature Y is not responsive - Case 249,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P5,Fixed
BUG-1431,Memory leak during file upload - Case 828,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P3,Duplicate
BUG-1432,Performance degradation on load - Case 823,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P2,Fixed
BUG-1433,Database connection timeout - Case 128,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P5,Won't Fix
BUG-1434,UI misalignment in header - Case 150,The header elements are overlapping on mobile screens.,Closed,Minor,P5,Cannot Reproduce
BUG-1435,Null pointer exception in module X - Case 574,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P4,None
BUG-1436,Database connection timeout - Case 128,The connection to the database times out after 30 seconds of inactivity.,Assigned,Major,P1,None
BUG-1437,API returning 500 error - Case 317,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P3,Duplicate
BUG-1438,Feature Y is not responsive - Case 668,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P3,Duplicate
BUG-1439,Feature Y is not responsive - Case 962,Feature Y does not resize properly when the window is scaled down.,New,Trivial,P5,None
BUG-1440,Button click has no effect - Case 670,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P1,Fixed
BUG-1441,API returning 500 error - Case 916,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P4,Cannot Reproduce
BUG-1442,UI misalignment in header - Case 133,The header elements are overlapping on mobile screens.,In Progress,Major,P4,None
BUG-1443,Button click has no effect - Case 502,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Trivial,P4,None
BUG-1444,Feature Y is not responsive - Case 187,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P3,Not a Bug
BUG-1445,App crashes on login - Case 818,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P5,Duplicate
BUG-1446,Database connection timeout - Case 231,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P1,Duplicate
